iter	RMSE
430	3387.167399
431	3383.491507
432	3379.656338
433	3377.253028
434	3374.169443
435	3372.321874
436	3370.925928
437	3369.654306
438	3367.314755
439	3364.8978
440	3361.351804
441	3359.114821
442	3356.305768
443	3353.452991
444	3350.282093
445	3348.304355
446	3345.021382
447	3343.411907
448	3340.094845
449	3336.216652
450	3333.375472
451	3330.988428
452	3326.894235
453	3325.771122
454	3322.733602
455	3321.944292
456	3318.898384
457	3314.797186
458	3313.120227
459	3310.637807
460	3309.628212
461	3308.073381
462	3306.782608
463	3304.383556
464	3302.260999
465	3300.759939
466	3298.416578
467	3297.286738
468	3296.814905
469	3296.001661
470	3292.918541
471	3291.465558
472	3290.285022
473	3288.943589
474	3287.386558
475	3285.949312
476	3284.944424
477	3281.814209
478	3279.142176
479	3276.668164
480	3275.136068
481	3273.836052
482	3271.712244
483	3270.378351
484	3268.886401
485	3268.120301
486	3266.529005
487	3263.736708
488	3257.761401
489	3256.29946
490	3254.872101
491	3251.333152
492	3247.760579
493	3246.266505
494	3243.627887
495	3242.104863
496	3239.88383
497	3238.456309
498	3236.266352
499	3235.762028
500	3232.373605
501	3230.463445
502	3229.645386
503	3228.935224
504	3228.331331
505	3225.715109
506	3222.051839
507	3221.041254
508	3219.331229
509	3216.890635
510	3213.869421
511	3213.027628
512	3212.081839
513	3209.074454
514	3206.356972
515	3204.474362
516	3203.87946
517	3201.378344
518	3196.420992
519	3194.464628
520	3192.770433
521	3189.221991
522	3187.866707
523	3187.471817
524	3184.655265
525	3184.207422
526	3181.714131
527	3181.045782
528	3179.917128
529	3179.436196
530	3175.527048
531	3173.305385
532	3170.1769
533	3168.049043
534	3165.241271
535	3163.935759
536	3160.98047
537	3160.019505
538	3157.614804
539	3155.933193
540	3152.838928
541	3151.66883
542	3150.806263
543	3145.623018
544	3142.586028
545	3140.168253
546	3138.684263
547	3135.715205
548	3134.576702
549	3133.46301
550	3132.372393
551	3131.402721
552	3130.67006
553	3130.398837
554	3129.685033
555	3126.77445
556	3125.275235
557	3124.078685
558	3120.661868
559	3118.601682
560	3117.119839
561	3114.892623
562	3113.823882
563	3111.327357
564	3109.614029
565	3108.059905
566	3106.748015
567	3103.965395
568	3101.724828
569	3101.045268
570	3100.5342
571	3098.642538
572	3097.79793
573	3095.898578
574	3095.543658
575	3093.060544
576	3092.622203
577	3090.814974
578	3089.84201
579	3087.80804
580	3084.906317
581	3083.617502
582	3082.302237
583	3081.259863
584	3078.66317
585	3077.658478
586	3076.620243
587	3075.915099
588	3071.169411
589	3066.663135
590	3066.325825
591	3064.661719
592	3062.569356
593	3060.193187
594	3059.313778
595	3058.409996
596	3057.61055
597	3056.709319
598	3054.874611
599	3054.812814
600	3052.636893
601	3049.896062
602	3047.854416
603	3046.708427
604	3044.599989
605	3043.588643
606	3042.606123
607	3040.379987
608	3035.754833
609	3035.327576
610	3033.362417
611	3031.986014
612	3029.044139
613	3026.754789
614	3025.877318
615	3024.270424
616	3020.277997
617	3018.960392
618	3017.999636
619	3015.023142
620	3013.361707
621	3010.788507
622	3009.871002
623	3009.146606
624	3007.430729
625	3004.549885
626	3003.220732
627	3001.333045
628	2999.937728
629	2998.492742
630	2997.968311
631	2996.828484
632	2995.013233
633	2993.969383
634	2993.114266
635	2990.331143
636	2985.868609
637	2984.864596
638	2982.762685
639	2981.159644
640	2980.887867
641	2978.956475
642	2975.150035
643	2972.331938
644	2972.057489
645	2969.430036
646	2968.400996
647	2966.996737
648	2965.285183
649	2963.100927
650	2962.531392
651	2960.313644
652	2958.944656
653	2958.473218
654	2957.039511
655	2954.452261
656	2953.114414
657	2951.426603
658	2948.711033
659	2947.412212
660	2946.758295
661	2944.100754
662	2942.50896
663	2939.093203
664	2937.554818
665	2936.258321
666	2935.066455
667	2933.433965
668	2932.680238
669	2930.024618
670	2929.257218
671	2928.879705
672	2927.100905
673	2926.277072
674	2924.743069
675	2924.361026
676	2922.610259
677	2921.16678
678	2919.933849
679	2918.7505
680	2917.690121
681	2915.190373
682	2912.755142
683	2911.399061
684	2907.461181
685	2906.62576
686	2904.935648
687	2903.022428
688	2901.552996
689	2898.451373
690	2897.450437
691	2894.620989
692	2893.610079
693	2891.283693
694	2891.019828
695	2890.472096
696	2889.532552
697	2888.718893
698	2886.508223
699	2885.058985
700	2883.721644
701	2881.577463
702	2879.873692
703	2878.126962
704	2875.733597
705	2874.189342
706	2872.111246
707	2868.930025
708	2868.105236
709	2866.462555
710	2864.588905
711	2863.199723
712	2861.586895
713	2860.393087
714	2857.396111
715	2855.862339
716	2854.200251
717	2853.15609
718	2851.975929
719	2850.296181
720	2849.296723
721	2848.413628
722	2847.846744
723	2847.274493
724	2846.974951
725	2845.478758
726	2843.475124
727	2843.06389
728	2841.427023
729	2841.064503
730	2838.333787
731	2837.318893
732	2832.359189
733	2831.073234
734	2829.56064
735	2828.407615
736	2827.427424
737	2826.041632
738	2824.116497
739	2823.464095
740	2822.569284
741	2817.633251
742	2816.901222
743	2815.692377
744	2814.394628
745	2813.680329
746	2812.525117
747	2811.073932
748	2810.21114
749	2809.34067
750	2808.379365
751	2807.587071
752	2806.539844
753	2804.185287
754	2803.491563
755	2801.701306
756	2800.607731
757	2799.288529
758	2796.953559
759	2795.855483
760	2794.718039
761	2792.846418
762	2790.988466
763	2790.088839
764	2785.464835
765	2784.599351
766	2782.228281
767	2781.436869
768	2779.970992
769	2776.568724
770	2774.070238
771	2769.666171
772	2768.542358
773	2765.735881
774	2764.680506
775	2762.775934
776	2762.040773
777	2761.075497
778	2760.587822
779	2756.404763
780	2754.994199
781	2753.773989
782	2752.841789
783	2749.425739
784	2748.345492
785	2747.646239
786	2747.175562
787	2745.618081
788	2744.508309
789	2743.793804
790	2743.302161
791	2742.919329
792	2742.391808
793	2741.928089
794	2740.924817
795	2740.11229
796	2739.670643
797	2738.143039
798	2737.308815
799	2736.576892
800	2735.697452
801	2735.017467
802	2734.730557
803	2733.235898
804	2731.631608
805	2728.167538
806	2727.531454
807	2726.427457
808	2725.443799
809	2724.287169
810	2722.371937
811	2720.859514
812	2719.88444
813	2718.936891
814	2717.194267
815	2716.520218
816	2716.118662
817	2715.663162
818	2714.039612
819	2712.234708
820	2711.272205
821	2710.369863
822	2708.227156
823	2707.449567
824	2706.702746
825	2704.693959
826	2703.849828
827	2703.222743
828	2701.535814
829	2700.064404
830	2696.548246
831	2694.87134
832	2692.922969
833	2692.033629
834	2689.369174
835	2689.101008
836	2688.621874
837	2684.893183
838	2684.21609
839	2683.572717
840	2683.282371
841	2681.433889
842	2680.25712
843	2679.536114
844	2678.116596
845	2677.532698
846	2676.116831
847	2673.795317
848	2673.175321
849	2670.842469
850	2669.576325
851	2668.925688
852	2666.683427
853	2665.689182
854	2665.212085
855	2662.739057
856	2660.647444
857	2659.422148
858	2658.50993
859	2656.350926
860	2653.905271
861	2652.47378
862	2651.864318
863	2651.286498
864	2650.126965
865	2649.804215
866	2649.640867
867	2647.94472
868	2647.050634
869	2646.593925
870	2645.410721
871	2644.306044
872	2643.654932
873	2640.316637
874	2639.478789
875	2638.162943
876	2636.567223
877	2635.877921
878	2635.206903
879	2633.076938
880	2631.526716
881	2630.007635
882	2629.153303
883	2628.696609
884	2627.863674
885	2626.519844
886	2623.954029
887	2621.268942
888	2620.650411
889	2618.99757
890	2618.585283
891	2617.757752
892	2616.058202
893	2613.929791
894	2612.487741
895	2610.858503
896	2610.279825
897	2609.349004
898	2607.032087
899	2606.732487
900	2605.436664
901	2603.542856
902	2601.513366
903	2599.044205
904	2597.79793
905	2596.68255
906	2595.334926
907	2593.647144
908	2593.522756
909	2593.034748
910	2592.769544
911	2592.549384
912	2589.948446
913	2588.758106
914	2587.399153
915	2586.969424
916	2584.065347
917	2583.50291
918	2582.770015
919	2580.911067
920	2580.027031
921	2578.665809
922	2576.67337
923	2576.107807
924	2575.78138
925	2574.941224
926	2572.145945
927	2571.02196
928	2568.859951
929	2567.662744
930	2566.67096
931	2564.754105
932	2562.626817
933	2562.299587
934	2561.460854
935	2560.90814
936	2559.715275
937	2558.193521
938	2556.512092
939	2555.0239
940	2552.498833
941	2550.553133
942	2547.802517
943	2546.654956
944	2545.246663
945	2543.150506
946	2542.618012
947	2541.480852
948	2540.466101
949	2538.312626
950	2536.552196
951	2535.707215
952	2534.31509
953	2532.22349
954	2531.263555
955	2530.058095
956	2529.065424
957	2527.756344
958	2525.702383
959	2523.716422
960	2523.235771
961	2519.681865
962	2518.445139
963	2517.341324
964	2514.964683
965	2512.90987
966	2511.500016
967	2509.404396
968	2508.237167
969	2507.197113
970	2506.06552
971	2505.848522
972	2503.626681
973	2499.542711
974	2498.856356
975	2496.352853
976	2496.141093
977	2493.936318
978	2492.740041
979	2492.598649
980	2491.182578
981	2490.790175
982	2490.39832
983	2487.563588
984	2486.222685
985	2485.458304
986	2483.890487
987	2482.421675
988	2480.463257
989	2478.566925
990	2478.102286
991	2476.573906
992	2474.025864
993	2472.712567
994	2470.258391
995	2468.565079
996	2465.268159
997	2465.03604
998	2463.272224
999	2462.408765
